pathway,overlap,pathway_size,p_value,enrichment
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY,5,38,0.04262938905949076,0.13157894736842105
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,5,38,0.04262938905949076,0.13157894736842105
GOBP_FEMALE_SEX_DIFFERENTIATION,6,51,0.04430160912021451,0.11764705882352941
GOBP_ERBB_SIGNALING_PATHWAY,6,51,0.04430160912021451,0.11764705882352941
GOBP_SPECIFICATION_OF_SYMMETRY,6,51,0.04430160912021451,0.11764705882352941
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE,3,16,0.0453376933470087,0.1875
GOBP_CELLULAR_RESPONSE_TO_CAMP,3,16,0.0453376933470087,0.1875
GOBP_POSTSYNAPTIC_DENSITY_ORGANIZATION,3,16,0.0453376933470087,0.1875
GOBP_TRABECULA_FORMATION,3,16,0.0453376933470087,0.1875
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,3,16,0.0453376933470087,0.1875
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS,28,396,0.04612897709780784,0.0707070707070707
GOBP_URINARY_TRACT_SMOOTH_MUSCLE_CONTRACTION,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_COLLATERAL_SPROUTING,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_CELLULAR_RESPONSE_TO_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_STIMULUS,2,7,0.04629274750483851,0.2857142857142857
GOBP_B_CELL_APOPTOTIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_OOCYTE_MATURATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT,2,7,0.04629274750483851,0.2857142857142857
GOBP_CELLULAR_RESPONSE_TO_PH,2,7,0.04629274750483851,0.2857142857142857
GOBP_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER,2,7,0.04629274750483851,0.2857142857142857
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY,2,7,0.04629274750483851,0.2857142857142857
GOBP_LENS_FIBER_CELL_DEVELOPMENT,2,7,0.04629274750483851,0.2857142857142857
GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,2,7,0.04629274750483851,0.2857142857142857
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_MESENCHYMAL_CELL_DEVELOPMENT,2,7,0.04629274750483851,0.2857142857142857
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,2,7,0.04629274750483851,0.2857142857142857
GOBP_TRIGEMINAL_NERVE_DEVELOPMENT,2,7,0.04629274750483851,0.2857142857142857
GOBP_PROGESTERONE_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY,2,7,0.04629274750483851,0.2857142857142857
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_INTRACELLULAR_LIPID_TRANSPORT,2,7,0.04629274750483851,0.2857142857142857
GOBP_EXPORT_FROM_CELL,20,263,0.04632899327056043,0.07604562737642585
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,4,27,0.04659474971641932,0.14814814814814814
GOBP_LYMPHOCYTE_HOMEOSTASIS,4,27,0.04659474971641932,0.14814814814814814
GOBP_OVULATION_CYCLE,4,27,0.04659474971641932,0.14814814814814814
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,17,215,0.04692162659935895,0.07906976744186046
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,5,39,0.04694243326747847,0.1282051282051282
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,5,39,0.04694243326747847,0.1282051282051282
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,8,79,0.04756913667117542,0.10126582278481013
GOBP_TISSUE_HOMEOSTASIS,9,94,0.04985203086819231,0.09574468085106383
GOBP_NEURON_DEVELOPMENT,27,382,0.04999557626217869,0.07068062827225131
