,0
Gatad1,0.5445998
Tulp2,0.1718169
Serpinf2,0.23154968
Zbtb32,0.047313333
Nfx1,1.0052031
Pik3cd,0.2639515
Ctrb1,0.028368685
Mkx,0.1490198
Pla2r1,0.09512936
Mpl,0.06603078
Sgpp2,0.2858606
Fgf8,0.01738833
Slc17a6,0.24874008
Sp7,0.037953947
Zfp965,0.0011960004
Rfx6,0.007642527
Kcnj6,0.16336414
Igll1,0.041174475
Prkcb,0.5717749
Mmp7,0.0
Zfp28,0.52582747
Tmtc1,0.41302878
Bclaf1,1.0748966
Cd86,0.07810978
Six5,0.124854825
Kcnh8,0.48438224
Nr1i3,0.021508345
Nkx2-4,0.018696992
Mylk4,0.11408366
Gif,0.009652814
Gm4208,0.0022116567
Zfp825,0.5518897
Sprr3,0.004737539
Trdn,0.098222554
Synpo2l,0.090331934
Gm11375,0.07007623
Dbx1,0.29664218
Zfp784,0.1805705
Ano1,0.20969073
C1qtnf7,0.08771872
A830018L16Rik,0.18375292
Carhsp1,0.4855519
Dlx2,0.15026967
Zfp599,0.3693072
Myef2,1.150277
Cfap43,0.56694984
Rcor1,0.93281126
Phox2a,0.022721162
Ctsk,0.2214846
Zfp629,0.47597224
Tet2,0.9475404
Zfp579,0.46667552
Ghr,0.3642968
Grid2,0.97243935
Hoxc6,0.7899577
Itgal,0.08042672
Aqp2,0.009896932
Crygn,0.015068243
Muc5b,0.009085127
Zfp850,0.38465145
Myl1,0.24177429
Gm10770,0.0
Irx6,0.015702276
Crem,0.709201
Ccdc3,0.083132245
Postn,0.12519762
Nkx2-3,0.054733638
Rhbdl3,0.73827344
Klk10,0.012297834
Itgb2,0.02088059
Tmod1,0.20127714
Gm9946,0.00948018
Gm14393,0.07982898
Krt8,0.03553677
Fndc1,0.114439495
Alcam,0.37676704
Prdm1,0.07086654
B4galnt3,0.038114768
5330413D20Rik,0.0
Gm6020,0.0
Zfp970,0.27256942
Adcy8,0.17056005
Gsc,0.036332514
Lyst,0.7988244
Ifi213,0.012181887
Tnni3k,0.04866783
Mast4,0.58329934
Prox1,0.9497193
Zfp773,0.39807376
Tmem132c,0.5988361
Tnnt1,0.23237178
Aldh3b3,0.02847657
Krt73,0.024258718
Cap2,0.32541212
Fos,0.14802477
Sorcs1,0.39356604
Slc7a14,0.2233962
Olfr653,0.0045401915
Zbtb18,0.8434426
Foxj1,0.090083964
Apol10a,0.0
RP23-297P22.1,0.017036462
Zfp759,0.3541606
Ubash3b,0.16953066
Serpinb11,0.0
Scnn1b,0.032351896
Ppp2r2b,0.543302
Zfp418,0.2569548
Nudt4,0.6108671
Zfp831,0.025126364
Nme2,0.0055510616
Insm1,0.5026833
Ncf1,0.115506046
Zfp945,0.8692018
Mylpf,0.29061967
Zkscan3,1.0811707
Zfpm2,0.5274437
Myh2,0.021316795
Ak7,0.46670374
Bhlha15,0.034885403
Cdh1,0.075168885
Slc4a10,0.12589557
Zfp174,0.20984024
Alk,0.14852563
Gm38353,0.10045641
Zic5,0.5128509
Cpa6,0.06167803
Klra2,0.11208169
Hmgb1,0.5565146
Fgf14,0.22082733
Thbs1,0.21582322
Chst4,0.010982084
Lama2,0.18636161
Celf4,0.59913206
Prr16,0.12893242
Stxbp5l,0.71992075
Cd3g,0.030589227
