,0
Cd209e,0.0061855237
Olfr659,0.012584416
Gm6213,0.117210396
Hand2,0.42086774
Scx,0.2129484
Olr1,0.010012849
Skint6,0.08243587
Zfp804b,0.1555623
Tspan10,0.005937906
Zfp280b,0.5823584
Gm14306,0.28780803
Klk1b21,0.0025485232
Dlx5,0.29257134
Dcc,0.5507596
Tshb,0.027404904
Zfp607b,0.4004989
Rfxank,0.45587754
Timd4,0.024135394
Mta3,0.8196497
Gm28653,0.07465233
Igsf6,0.07629605
AI987944,0.4415621
Gm14308,0.0
Sp3,1.081805
Vmn2r9,0.0033419803
Otp,0.07173382
Max,0.61848956
Sfrp5,0.020623589
Ly86,0.11086015
Krt75,0.0430799
Mafg,0.44629085
Prdm15,0.7582884
E2f7,0.7400067
Ankrd1,0.030198514
Cadps2,0.55884135
Crx,0.007852132
Irf8,0.05977864
Runx1,0.4096696
Msln,0.01965525
Lcn11,0.0050058663
Dmrtc2,0.038306266
Zkscan4,0.099507354
Foxk2,0.778616
Gm5771,0.004417069
Scn9a,0.29339406
Ctcf,1.004555
Sidt1,0.14036304
Tada2b,0.28347406
Cd226,0.025070429
Mysm1,1.0284244
Gm44536,0.19762391
Cyp2t4,0.049078718
Gm14412,0.22015695
Dbp,0.1544088
Megf10,0.15107456
Dnah11,0.043583285
Clstn2,0.65303755
Gnrhr,0.015801737
Gm42468,0.015317402
Flt3,0.028091662
Dapp1,0.19824034
Zfp532,0.9292453
Olig3,0.034105215
Shisa6,0.10626439
Krt1,0.037787426
Hsd17b3,0.022007842
Dnah10,0.09158981
Zglp1,0.033900023
Zfp386,0.7746236
Arhgdib,0.068233036
Olfr344,0.012381227
Ppargc1b,0.37244925
Rfx2,0.25437883
Smarce1,0.9817563
Zfp866,0.7708354
Zfp354c,0.91107726
Zfp746,0.7651973
Efnb3,0.24630775
Rpgrip1,0.50440544
Abca12,0.0983986
Cyb5a,0.30216262
Tmem40,0.050094582
Cd36,0.11918825
En2,0.019655276
0610040J01Rik,0.19003798
Cftr,0.21882196
Tph1,0.02833785
Ano5,0.16807358
BC025920,0.09532052
Gm21411,0.012779901
Il23r,0.011426354
Krt10,0.16163588
Gpbp1,1.1493388
Gm11009,0.0
Ppy,0.0014774955
Hydin,0.06312097
Slc5a12,0.03716031
Olfr60,0.004895867
Gm35216,0.023376316
Tbx1,0.1454272
AW822073,0.001029797
L3mbtl3,0.7821197
Tcf12,1.1596795
Gm28047,0.094522886
Specc1,0.6342385
Ctsw,0.03283694
Gm37245,0.050808694
Klf17,0.02122329
Gm44810,0.19672793
Cadps,0.31394085
Slc7a5,0.31488433
Brinp1,0.389219
Tgfbr3,0.574196
Prss32,0.02823626
Nr1h2,0.26063266
Slc13a1,0.029677685
Rptn,0.0016551361
Olfr191,0.002434364
Foxn3,0.93121547
Msx3,0.021900762
Igfbp7,0.24260846
Lilrb4a,0.020189485
Triml2,0.02033518
Adamtsl1,0.810409
Zbtb39,0.26724648
Irx5,0.3082268
Amy2a1,0.0075071747
Coro2a,0.15494443
Zfhx4,0.97827154
Crxos,0.010457191
Car10,0.22860655
Fmn1,0.3875762
Cdh19,0.03023155
Cbr2,0.04066295
Iqcj,0.11663563
A930011G23Rik,0.5840291
Sybu,0.1326364
Obox6,0.0
Eng,0.1048484
Amn,0.023114085
Mc1r,0.009462122
Myh6,0.046731666
Ncf4,0.008996909
Mgll,0.18654783
Bin2,0.031485766
Klf15,0.045687124
Zbtb42,0.036568917
Lypd5,0.034710664
Aplnr,0.094513565
Mrgprx2,0.0147624025
Gm44618,0.031960066
Zfp90,0.7628839
Lpin2,0.8167085
Fgd5,0.15644863
Plvap,0.0776431
Rslcan18,0.09662202
Zfp971,0.56132144
Zbtb17,0.55345744
Ccr2,0.023709616
Sulf1,0.72703004
